id;nome;data_nascimento;curso_id;turma_id;salario_medio;trabalha;cidade;estado;uso_alcool;fuma;uso_drogas;problemas_mentais;frequencia_percentual;media_notas;avaliacoes_realizadas
789;Nicolas Melo;2006-05-10;9;1;3091.05;0.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;BA;0.0;0.0;1.0;;0.0;;0
790;Lucca Macedo;2001-08-04;9;10;1294.24;;Abreu;RJ;1.0;;;;0.0;3.4;2
791;Maria Eduarda Sampaio;2003-01-30;3;8;698.5;0.0;Pastor dos Dourados;RN;1.0;1.0;1.0;Reiciendis possimus ad vero.;0.0;2.34;1
792;Benício Almeida;1999-06-12;10;7;3995.74;0.0;Leão;MA;0.0;0.0;1.0;;28.57;5.01;2
793;Bárbara Silveira;1999-01-05;8;8;2507.84;0.0;Almeida;AM;0.0;0.0;1.0;;100.0;4.91;2
794;Felipe Aragão;2003-05-21;4;8;4165.95;1.0;Siqueira;BA;1.0;1.0;1.0;Qui quam blanditiis delectus amet odio.;100.0;;0
795;Luna Sampaio;2005-03-16;10;13;3613.45;0.0;Abreu;!!;1.0;;1.0;Eligendi atque aliquam porro corporis.;50.0;4.56;2
796;Srta. Maria Julia Novais;2006-03-15;10;8;1044.59;0.0;;PR;0.0;1.0;0.0;;75.0;4.93;2
797;Kevin Nogueira;2003-03-26;4;12;4366.0;0.0;Camargo;PB;1.0;1.0;0.0;Earum molestias quasi harum.;66.67;8.35;1
798;Fernanda Fernandes;1997-01-11;5;4;4214.48;0.0;Cunha;AL;0.0;0.0;1.0;;66.67;;0
799;Caroline Novais;1997-12-14;8;10;;0.0;Araújo;RR;1.0;1.0;1.0;;25.0;2.56;2
800;Benjamin Casa Grande;2003-05-20;5;3;2032.49;0.0;Sousa;PE;0.0;1.0;1.0;;0.0;4.2;2
801;Natália Camargo;1997-03-22;1;8;1439.61;0.0;Novais das Pedras;DF;0.0;1.0;0.0;;0.0;5.17;1
802;José Miguel Porto;1997-10-19;8;10;1430.17;0.0;Ramos Grande;RJ;0.0;0.0;;;33.33;6.35;2
803;Sr. Yago Machado;;2;3;959.57;1.0;Marques das Flores;BA;1.0;0.0;0.0;;0.0;1.43;2
804;Ravi Brito;;1;11;542.96;1.0;Albuquerque;MA;0.0;0.0;1.0;;50.0;1.87;2
805;!!!INVALID_DATA!!!;2003-09-11;9;13;4373.7;1.0;Alves;SP;0.0;1.0;0.0;;66.67;3.04;2
806;Joana Sales;;8;17;2076.48;1.0;Cavalcanti;PR;0.0;0.0;1.0;;33.33;;0
807;!!!INVALID_DATA!!!;1995-09-20;8;17;4811.49;0.0;Freitas de Macedo;SE;0.0;1.0;1.0;;20.0;3.72;1
808;Srta. Ester Rezende;1994-05-15;5;4;1581.77;0.0;Almeida;RS;0.0;0.0;1.0;;50.0;;0
809;Ian Mendonça;2001-08-25;9;4;1802.0;0.0;Cardoso do Campo;SE;1.0;1.0;1.0;;66.67;2.91;4
810;Enzo da Cruz;1995-08-26;10;7;1387.86;0.0;Leão da Prata;PR;0.0;0.0;1.0;Tenetur tenetur impedit temporibus vel nobis maxime.;33.33;;0
811;Josué Caldeira;1994-12-10;2;2;2495.73;0.0;Barbosa;XX;1.0;;1.0;;0.0;4.03;1
812;!!!INVALID_DATA!!!;2000-09-21;5;9;4041.28;0.0;Ramos;MA;0.0;1.0;1.0;;66.67;5.81;3
813;Júlia Novaes;;8;8;2432.87;1.0;Fogaça de Pereira;ES;0.0;0.0;1.0;;50.0;5.01;2
814;Luna Lopes;1996-05-14;8;13;807.75;0.0;da Conceição;RN;0.0;1.0;0.0;;33.33;5.64;4
815;Henry Gabriel Camargo;1995-01-09;1;17;1518.88;1.0;Teixeira;PA;0.0;0.0;1.0;;40.0;5.33;1
816;Maria Flor Brito;2000-02-26;4;14;3882.19;1.0;Aragão;SC;0.0;0.0;1.0;Ipsum nobis harum quae alias porro.;33.33;8.67;2
817;Sarah Pimenta;1999-03-16;3;9;3882.29;0.0;Fonseca;RS;0.0;1.0;0.0;;0.0;2.19;3
818;Lavínia Almeida;;10;3;1758.73;0.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;BA;1.0;0.0;1.0;Quidem sed corrupti placeat fugit.;;8.23;2
819;Mariah Nunes;2002-03-09;9;17;4740.07;0.0;Correia;MS;0.0;0.0;0.0;;50.0;5.52;3
820;Julia Abreu;1998-04-15;8;6;4622.18;1.0;Ribeiro das Flores;AM;0.0;0.0;0.0;Accusantium voluptatum deleniti voluptatum.;25.0;;0
821;Marina da Conceição;1997-01-27;10;11;3740.89;0.0;Jesus do Oeste;AL;1.0;0.0;1.0;;0.0;3.14;3
822;Camila Fogaça;1998-10-12;7;2;2234.65;1.0;Porto da Serra;RN;0.0;1.0;0.0;;25.0;6.87;4
823;Henrique Vasconcelos;2003-06-22;8;13;3191.23;1.0;Vieira da Praia;AC;0.0;0.0;0.0;;0.0;8.08;2
824;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;2002-01-01;2;15;3445.89;0.0;Aragão do Amparo;RJ;1.0;1.0;0.0;Beatae vero veniam omnis mollitia.;50.0;0.29;3
825;Asafe Sá;2002-10-25;3;4;3376.95;1.0;Abreu;MT;0.0;1.0;0.0;Non hic molestias a voluptate at.;16.67;2.91;1
826;Lucca Melo;2003-03-09;8;16;982.82;1.0;da Rocha da Prata;RS;0.0;0.0;1.0;;100.0;;0
827;Davi Lucca Nunes;2005-03-30;8;4;1675.12;0.0;Gonçalves de Santos;SP;1.0;0.0;1.0;;0.0;;0
828;Dra. Luiza Correia;;7;15;3969.05;0.0;Teixeira da Praia;CE;1.0;0.0;0.0;;50.0;7.29;1
829;Srta. Júlia Silveira;2004-06-18;4;8;4596.18;0.0;Casa Grande;AP;0.0;0.0;0.0;;0.0;3.39;2
830;Isaac Cunha;2006-02-15;9;7;0.0;0.0;Oliveira;RS;1.0;1.0;0.0;;0.0;1.0;1
831;Luna Alves;1996-08-21;4;9;2249.23;1.0;Costa;PB;0.0;0.0;0.0;;0.0;2.83;3
832;João Vitor Pimenta;2007-03-18;3;17;3648.53;1.0;Souza;BA;0.0;0.0;1.0;Adipisci ut ab.;0.0;3.39;3
833;Ana Sophia Costela;2002-11-10;2;8;4259.43;1.0;Duarte;AC;0.0;1.0;0.0;Dolores tempore sed.;20.0;8.12;2
834;Kamilly Garcia;2007-02-19;8;16;3357.9;1.0;Porto de Jesus;CE;0.0;0.0;1.0;;85.71;;0
835;Ryan Borges;;6;19;1025.36;1.0;Souza do Norte;PR;0.0;0.0;1.0;;100.0;8.86;1
836;Jade Rodrigues;1996-01-08;3;8;3855.26;1.0;Rezende;MA;0.0;0.0;0.0;Aliquam maiores incidunt magnam animi saepe quos occaecati.;60.0;6.95;2
837;Melina Nascimento;2000-08-24;4;18;2698.51;1.0;Novaes;ES;1.0;1.0;0.0;;50.0;3.48;1
838;Arthur Garcia;2006-10-27;6;18;3439.55;1.0;Pimenta do Campo;MS;0.0;0.0;1.0;;0.0;;0
839;Agatha Sousa;2000-10-03;6;3;1098.84;1.0;Sampaio;BA;0.0;1.0;0.0;;50.0;4.03;2
840;Ana Beatriz da Costa;2002-11-23;2;6;4299.71;0.0;Santos de Goiás;XX;0.0;1.0;0.0;;50.0;3.91;3
841;Isabel Sampaio;;1;11;3282.72;;Freitas;RS;1.0;1.0;1.0;Cum distinctio nulla nam excepturi doloremque magnam.;80.0;2.46;1
842;Hellena Pereira;2001-08-15;3;6;1170.85;1.0;Costela;MS;1.0;1.0;0.0;;0.0;0.94;1
843;Vitor Sousa;2004-12-10;6;19;3175.15;0.0;Marques de Guerra;RS;1.0;0.0;1.0;;60.0;9.71;1
844;Yago Pastor;2002-04-06;3;5;3716.66;1.0;Borges Verde;SC;0.0;1.0;0.0;;25.0;4.13;5
845;Emanuelly Nogueira;2000-10-08;8;16;4296.21;1.0;Fonseca do Galho;!!;0.0;;0.0;;75.0;3.92;1
846;Ana Luiza Novaes;2005-01-25;2;11;3851.12;1.0;Pinto Alegre;PI;0.0;1.0;0.0;;40.0;4.95;2
847;Dra. Maria Sophia Rodrigues;1997-06-13;5;1;1015.59;0.0;Nogueira;;1.0;0.0;1.0;;100.0;8.6;4
848;Dr. Marcos Vinicius Pires;;3;12;1596.12;0.0;Rodrigues de da Paz;PE;1.0;;0.0;Adipisci voluptatibus ratione nisi quae.;33.33;5.85;3
849;Yuri Cardoso;1997-10-12;9;10;992.82;0.0;da Cruz do Campo;DF;1.0;1.0;;;66.67;9.28;1
850;Miguel Montenegro;1994-12-09;9;9;3732.84;1.0;Pimenta;TO;1.0;0.0;0.0;Voluptas consequuntur voluptate error officia quidem.;20.0;6.36;2
851;Joana Lima;2001-09-12;5;10;2828.69;0.0;Vieira;RR;0.0;0.0;1.0;;33.33;;0
852;Josué Azevedo;2006-08-16;6;12;1849.91;1.0;Araújo das Pedras;MG;0.0;1.0;1.0;Perspiciatis dolores deserunt ducimus enim.;50.0;4.28;1
853;Rael Moraes;;5;8;658.51;1.0;da Conceição do Norte;DF;0.0;;1.0;;75.0;2.93;2
854;Maitê Leão;1998-08-29;4;17;635.66;0.0;Gomes;DF;0.0;0.0;1.0;;100.0;0.57;1
855;Maria Júlia Teixeira;1998-10-05;6;9;1263.01;0.0;Rocha;SE;0.0;0.0;0.0;Animi illo explicabo est.;50.0;3.25;1
856;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;1999-10-31;8;2;4921.07;1.0;Caldeira;RN;1.0;0.0;1.0;;60.0;8.9;2
857;Ana Julia Sá;1995-01-13;6;9;;1.0;Viana Alegre;DF;0.0;0.0;1.0;;100.0;6.45;2
858;Dra. Maria Luiza Nunes;;7;16;3424.62;1.0;Vieira;GO;0.0;0.0;1.0;;0.0;5.57;4
859;Sr. Davi da Rosa;2004-05-13;2;16;1629.89;1.0;Borges;MS;1.0;0.0;0.0;;66.67;7.89;1
860;Valentim Costela;2005-03-04;2;13;4227.02;1.0;!!!INVALID_DATA!!!;TO;0.0;1.0;1.0;;33.33;1.93;3
861;Mathias Siqueira;2001-09-15;10;6;3713.72;0.0;Fernandes;AP;0.0;0.0;1.0;;20.0;1.59;1
862;Srta. Yasmin Rios;;2;15;694.43;0.0;da Mota das Pedras;PA;0.0;1.0;0.0;;33.33;;0
863;Paulo Lima;2001-12-23;2;3;2418.33;1.0;Jesus;XX;0.0;1.0;0.0;;37.5;0.34;2
864;Ian Brito;;7;19;3134.8;0.0;!!!INVALID_DATA!!!;AP;1.0;0.0;1.0;;0.0;4.32;3
865;Enzo Carvalho;2002-09-28;7;10;3350.33;0.0;da Luz;!!;1.0;0.0;0.0;Corrupti cumque eum pariatur blanditiis blanditiis nobis.;60.0;7.62;3
866;Fernando Moura;1998-08-23;4;19;4015.75;1.0;Silveira Verde;BA;1.0;1.0;0.0;Laudantium cupiditate culpa beatae excepturi.;100.0;3.64;3
867;Cecilia Barros;1996-04-07;3;1;4290.12;1.0;Fogaça;PB;0.0;0.0;1.0;;0.0;3.11;2
868;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;1996-10-14;4;1;3622.27;0.0;Cavalcante;RN;1.0;1.0;1.0;;50.0;;0
869;Juan Peixoto;1994-11-03;2;6;0.0;1.0;da Costa dos Dourados;RO;1.0;0.0;1.0;;40.0;7.86;2
870;Luiz Otávio Abreu;1997-12-02;8;6;2191.3;1.0;Caldeira da Prata;DF;0.0;1.0;0.0;;0.0;;0
871;Ana Cecília Santos;1995-05-25;5;20;3509.01;1.0;Fogaça Verde;GO;0.0;1.0;0.0;Consequuntur facere commodi suscipit possimus eaque.;50.0;;0
872;Srta. Joana Silva;1994-11-29;9;18;1638.3;1.0;Carvalho de Freitas;SC;1.0;1.0;0.0;;50.0;5.19;3
873;Dr. Brayan Moreira;2004-05-19;7;13;3464.54;1.0;Lopes de Costela;AL;0.0;1.0;0.0;;66.67;6.46;3
874;Allana Peixoto;2005-09-07;6;7;;1.0;Camargo;TO;0.0;0.0;0.0;;;;0
875;Aylla Ferreira;2003-10-28;10;19;2710.99;0.0;Sales do Sul;RO;0.0;1.0;;;50.0;7.56;1
876;Luiz Henrique Ferreira;1995-05-10;3;12;2345.0;0.0;Carvalho;SP;1.0;0.0;0.0;;50.0;4.12;2
877;Dra. Ágatha Guerra;;4;3;2329.27;1.0;Moraes;AP;0.0;1.0;1.0;;40.0;8.01;1
878;Erick Ribeiro;1995-06-01;6;10;4725.75;1.0;Peixoto de Minas;XX;0.0;0.0;0.0;;100.0;4.83;1
879;Sr. Benjamin da Conceição;2005-06-29;10;14;0.0;1.0;Vargas de Goiás;RR;0.0;0.0;0.0;;50.0;3.69;2
880;Lara Rocha;1998-08-23;10;4;4378.69;0.0;Nunes;PR;1.0;0.0;1.0;Officiis deserunt tempora perferendis nam alias.;33.33;4.04;3
881;Antony Vieira;2005-11-25;8;14;3771.05;0.0;Farias dos Dourados;XX;1.0;1.0;1.0;;50.0;4.85;2
882;Olívia Ribeiro;2002-02-05;8;20;3748.96;;Costa do Norte;MA;1.0;1.0;1.0;;80.0;;0
883;Joaquim Rezende;1999-06-13;4;18;3403.44;0.0;Machado;PR;1.0;0.0;1.0;;33.33;4.23;3
884;Isis da Mata;2006-01-02;9;9;;0.0;Borges;MS;1.0;1.0;0.0;;50.0;3.7;3
885;Helena Moraes;2007-02-22;9;15;1983.94;1.0;Andrade;DF;1.0;0.0;1.0;;50.0;2.53;2
886;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;1995-06-12;6;16;3157.25;1.0;Pinto de Machado;TO;0.0;0.0;1.0;;100.0;5.21;2
887;Théo Siqueira;1995-01-22;9;13;921.88;;Mendonça;RR;1.0;1.0;0.0;;33.33;;0
888;André Jesus;2005-06-17;2;4;1908.23;1.0;Lopes;MA;0.0;0.0;1.0;;66.67;2.12;1
889;Stephany Gonçalves;2001-10-06;4;16;4214.22;1.0;Azevedo;MA;0.0;0.0;1.0;;66.67;6.49;2
890;Vitor Vargas;1998-08-12;4;3;1467.11;1.0;Andrade;PI;1.0;0.0;0.0;;0.0;;0
891;Antonella Fogaça;2004-10-01;2;4;4425.43;;Gonçalves;PI;1.0;1.0;0.0;;60.0;9.86;1
892;Vinícius Rezende;2000-03-16;4;13;4485.06;0.0;Nascimento de Fernandes;PB;0.0;0.0;;;50.0;8.09;2
893;Pedro Miguel Sampaio;2002-09-12;4;18;1359.35;0.0;Cunha de Minas;GO;0.0;0.0;1.0;;0.0;6.93;2
894;Sra. Catarina Montenegro;1997-02-17;8;3;4840.34;0.0;Barros da Prata;RS;1.0;1.0;0.0;;66.67;4.71;1
895;Miguel Albuquerque;1998-06-19;1;17;2527.67;1.0;Oliveira de Guerra;MA;1.0;0.0;0.0;;25.0;4.83;1
896;Sr. João Lucas Silveira;1998-01-24;8;16;1799.41;0.0;Vargas;GO;0.0;1.0;1.0;;50.0;4.95;1
897;Maria Luísa Cunha;2005-10-02;7;18;2930.17;1.0;Correia;MS;0.0;0.0;1.0;;100.0;5.91;1
898;Helena Rocha;2002-05-29;5;13;4127.21;0.0;Garcia;RS;1.0;1.0;1.0;;100.0;4.24;3
899;Alexandre Guerra;2005-01-29;3;3;2081.79;1.0;Araújo;RO;0.0;;1.0;;66.67;4.23;2
900;Nina da Mota;1999-03-22;7;7;1492.24;0.0;Azevedo de da Mota;MA;1.0;0.0;0.0;;50.0;7.5;3
901;Murilo Cavalcanti;1995-08-12;8;8;3472.47;1.0;Gomes;MG;0.0;1.0;1.0;;33.33;9.86;1
902;Vitor Hugo Leão;2005-12-22;3;1;3876.89;1.0;Costa;RO;0.0;1.0;1.0;Eaque quod non ipsam cupiditate.;33.33;3.48;4
903;Thomas Aparecida;;2;12;1453.78;1.0;Rodrigues;!!;0.0;0.0;1.0;;80.0;4.83;2
904;Hellena Mendes;1998-02-26;6;14;3178.97;0.0;Alves de Goiás;RR;0.0;0.0;1.0;;0.0;;0
905;Valentina Nascimento;2002-05-13;4;14;4384.88;1.0;Cavalcanti do Amparo;BA;1.0;0.0;0.0;Amet esse deleniti repellendus tempore exercitationem expedita.;33.33;7.6;3
906;Felipe Lima;2000-09-08;10;1;1424.17;0.0;Barros;PR;1.0;1.0;1.0;;0.0;;0
907;Marcela Pacheco;2002-03-03;6;14;1221.33;0.0;Duarte;MA;1.0;0.0;1.0;;50.0;8.88;3
908;Lucca Rocha;1995-08-07;5;18;4445.66;1.0;Dias;ES;0.0;0.0;0.0;Quo deleniti ea qui.;50.0;5.4;2
909;Isabela Brito;1994-10-14;10;2;0.0;0.0;Carvalho;SE;1.0;0.0;0.0;Error doloribus sunt mollitia impedit consectetur sequi.;50.0;;0
910;Ana Luiza Leão;1996-12-10;2;20;1237.36;0.0;Borges das Pedras;PA;0.0;0.0;1.0;Sunt molestiae hic.;80.0;5.25;1
911;Liam da Mata;2006-01-09;7;5;1977.88;1.0;Moreira dos Dourados;AM;0.0;0.0;0.0;;0.0;5.57;2
912;Ester das Neves;2003-09-11;3;3;1578.43;1.0;Ferreira;SE;1.0;0.0;1.0;;100.0;2.76;2
913;Clarice Carvalho;1996-06-11;5;13;3449.51;0.0;Pimenta do Galho;PB;1.0;1.0;1.0;;0.0;;0
914;Manuela Pastor;;6;7;4620.0;1.0;da Cunha;ES;0.0;1.0;1.0;Aperiam ut ipsum consectetur cum.;42.86;7.26;2
915;Sr. Kaique Alves;1999-12-10;3;13;;1.0;Caldeira das Pedras;ES;1.0;1.0;0.0;;20.0;5.68;2
916;Dra. Ana Sophia Ramos;2006-07-27;9;10;594.6;1.0;Vasconcelos;ES;1.0;1.0;1.0;;100.0;;0
917;Bella Mendes;2004-06-25;7;7;1104.13;0.0;Albuquerque;PR;1.0;1.0;0.0;;33.33;2.62;2
918;Maria Luiza da Rosa;1996-06-27;5;2;1383.07;1.0;da Mata;BA;1.0;0.0;1.0;;33.33;6.67;1
919;Marcelo Campos;1996-10-21;5;7;3782.98;1.0;Ramos do Galho;AM;1.0;1.0;1.0;;100.0;8.61;1
920;Antônio Novaes;2002-01-13;1;16;;0.0;da Rosa;GO;1.0;0.0;0.0;Ea impedit quaerat ipsum neque similique officiis.;16.67;;0
921;Ana Clara Cassiano;2001-06-03;8;2;1609.61;1.0;Pires;CE;1.0;1.0;1.0;;100.0;1.71;3
922;Mariah da Luz;1994-07-03;8;9;2419.87;0.0;Vasconcelos;ES;1.0;1.0;0.0;;0.0;7.47;2
923;Letícia Guerra;1995-10-11;5;12;;1.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;ES;0.0;0.0;1.0;;0.0;1.84;1
924;Sr. Matteo Rios;1995-04-08;8;15;1332.77;0.0;!!!INVALID_DATA!!!;MS;0.0;1.0;0.0;;0.0;;0
925;Breno Cardoso;2005-10-04;2;2;860.02;0.0;Carvalho de Moura;SC;0.0;1.0;1.0;;75.0;;0
926;Marcela Silveira;2007-03-10;1;1;2649.04;1.0;Souza Verde;PR;0.0;0.0;0.0;;60.0;7.13;1
927;Matteo Lopes;1994-08-30;1;15;676.04;1.0;Mendonça;SP;1.0;0.0;0.0;;;9.0;1
928;Vinicius Souza;2004-07-03;9;9;4260.3;0.0;Vasconcelos Alegre;PE;;1.0;0.0;;0.0;3.75;1
929;Dr. Josué Aparecida;2000-08-09;5;19;4602.8;1.0;Moraes de Lima;AM;0.0;0.0;0.0;;0.0;;0
930;Pedro Pimenta;2001-08-13;7;7;3900.97;0.0;Fonseca;PR;1.0;1.0;1.0;Mollitia quam eaque in.;50.0;5.38;2
931;Dra. Ester Guerra;1995-10-06;3;10;1160.67;1.0;Sampaio;;1.0;;0.0;Enim nobis maiores.;;5.67;1
932;!!!INVALID_DATA!!!;1998-01-18;6;17;547.58;0.0;;MG;0.0;0.0;1.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;0.0;;0
933;Dr. Lucca Pinto;2002-03-23;4;19;1063.53;1.0;Barbosa das Flores;RN;0.0;1.0;0.0;;100.0;;0
934;Vitor Hugo Mendes;2002-06-28;10;5;3076.66;1.0;Cirino;SP;0.0;0.0;0.0;;42.86;9.71;1
935;Guilherme da Cunha;2004-06-13;1;3;4015.85;1.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;CE;0.0;0.0;;;25.0;5.37;2
936;Alana Teixeira;2004-01-23;5;5;3867.01;0.0;Lima;AP;0.0;0.0;1.0;;60.0;4.91;5
937;Sabrina Jesus;2000-10-31;10;14;3016.62;0.0;Almeida;GO;0.0;1.0;0.0;;0.0;5.74;3
938;Benjamim da Paz;2005-09-16;4;8;880.66;1.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;MG;1.0;0.0;0.0;;50.0;;0
939;Maria Vitória da Conceição;1998-08-03;2;4;3442.29;1.0;Dias;MA;1.0;0.0;;;100.0;2.03;2
940;Heloísa da Costa;2004-03-18;6;4;4726.89;0.0;Duarte do Sul;PB;0.0;1.0;1.0;;0.0;5.56;1
941;Sr. Luiz Felipe Andrade;1998-11-27;1;10;2277.28;0.0;Cavalcante de Porto;SE;1.0;1.0;0.0;;75.0;7.56;2
942;Brenda Siqueira;1994-06-02;8;12;2685.26;1.0;Marques Paulista;ES;0.0;1.0;0.0;;0.0;2.46;1
943;Srta. Isabel Porto;1996-01-23;5;12;1677.57;1.0;Leão de Goiás;AM;0.0;1.0;0.0;Excepturi accusamus libero dolore officia ullam aperiam.;100.0;;0
944;Ana Julia Santos;1999-06-07;1;16;0.0;0.0;Fonseca;RJ;0.0;0.0;;;0.0;1.78;1
945;Laís Ribeiro;2000-10-05;2;8;1484.48;0.0;da Luz;GO;1.0;0.0;0.0;;100.0;7.84;1
946;Kevin Sampaio;2007-01-15;7;17;1073.18;1.0;Ferreira de Costela;PB;1.0;1.0;1.0;;0.0;4.14;3
947;Alícia Martins;1995-04-17;6;16;3477.73;0.0;da Conceição de Goiás;!!;0.0;0.0;0.0;;33.33;;0
948;João Vitor Costela;1997-08-10;10;1;698.8;0.0;Abreu do Galho;SE;1.0;0.0;0.0;;33.33;2.22;2
949;Mateus Camargo;1995-12-03;9;15;1381.96;1.0;da Rosa do Oeste;!!;0.0;0.0;0.0;;25.0;3.76;2
950;Thomas Moreira;2004-08-29;4;7;2574.51;1.0;!!!INVALID_DATA!!!;MG;1.0;0.0;1.0;;0.0;8.55;1
951;Agatha da Cruz;1997-01-30;2;8;2013.81;1.0;Pereira;SP;1.0;0.0;1.0;;0.0;0.49;1
952;Maria Fernanda Martins;1995-11-09;5;1;4471.59;0.0;Campos;AM;0.0;1.0;1.0;;60.0;8.25;1
953;Marina Nunes;1994-07-12;9;5;1824.35;0.0;da Mota;RJ;0.0;1.0;0.0;Esse accusamus mollitia aspernatur est corrupti voluptatibus.;50.0;0.97;1
954;Emanuella Macedo;2000-11-28;5;12;0.0;1.0;Mendonça de Goiás;MG;1.0;1.0;0.0;;50.0;7.02;1
955;Sra. Letícia Jesus;1998-07-27;3;10;1758.61;1.0;Dias;RS;0.0;1.0;0.0;;25.0;5.06;1
956;Sarah Fogaça;2001-06-11;3;14;2492.51;1.0;Mendonça;XX;1.0;0.0;0.0;Voluptates modi incidunt fugiat fuga exercitationem.;50.0;7.42;1
957;Eduardo Monteiro;2005-06-08;5;7;3103.19;1.0;!!!INVALID_DATA!!!;SP;0.0;1.0;1.0;;83.33;3.03;1
958;Davi Lucca Ramos;1998-03-22;6;8;1256.07;0.0;Teixeira Paulista;ES;0.0;0.0;0.0;;0.0;5.86;3
959;!!!INVALID_DATA!!!;1997-01-21;2;13;565.79;0.0;da Luz;RN;1.0;0.0;1.0;;0.0;3.86;1
960;Benjamim Sales;2006-02-12;9;1;903.31;0.0;Farias do Oeste;TO;0.0;0.0;1.0;;33.33;7.09;1
961;Brenda Gomes;1998-04-21;2;19;3257.42;0.0;Aragão;DF;1.0;1.0;1.0;Animi maiores voluptatem distinctio repellat a.;40.0;;0
962;Aylla Barbosa;2006-05-15;3;7;3318.14;1.0;Monteiro;!!;0.0;1.0;0.0;;60.0;;0
963;Lucas Gabriel Sousa;2000-08-20;3;1;2084.92;0.0;Lopes de Aparecida;ES;1.0;1.0;0.0;;25.0;4.39;2
964;Agatha Gonçalves;2000-11-16;4;17;1099.49;0.0;Farias;BA;1.0;1.0;1.0;;0.0;6.56;1
965;Maitê Guerra;1999-12-02;3;8;0.0;0.0;Machado de Camargo;MG;0.0;;0.0;;0.0;3.85;2
966;Sophie da Paz;2004-07-01;4;5;2181.22;1.0;Caldeira de Araújo;XX;0.0;0.0;1.0;;50.0;4.71;2
967;Hadassa Ribeiro;;1;2;3358.17;1.0;Porto de Goiás;PB;1.0;1.0;1.0;Non aspernatur necessitatibus.;50.0;4.26;7
968;Heloisa Siqueira;2004-10-03;10;10;2089.76;0.0;Gonçalves Grande;SP;0.0;1.0;0.0;;33.33;4.37;1
969;Ester Moreira;2007-03-01;1;12;4074.69;0.0;Dias;SC;1.0;1.0;0.0;;100.0;5.82;2
970;Sra. Mariah Garcia;2005-03-24;4;18;1778.03;0.0;Gonçalves de Guerra;XX;0.0;1.0;0.0;;100.0;4.34;2
971;!!!INVALID_DATA!!!;1997-12-29;4;12;4634.35;0.0;Barros;MA;0.0;1.0;1.0;;0.0;6.03;2
972;Heitor Abreu;;1;15;1950.58;1.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;PB;1.0;1.0;;;75.0;2.9;1
973;Yago Borges;1999-12-22;5;20;1555.52;0.0;Sá;PB;0.0;0.0;1.0;;50.0;6.95;1
974;Antônio Fonseca;2000-12-30;7;4;1257.2;0.0;Pereira Alegre;AL;0.0;1.0;0.0;;80.0;5.85;4
975;Lorena Sales;1999-04-01;1;2;2612.08;1.0;Leão;PB;0.0;1.0;0.0;;100.0;3.24;2
976;Agatha Aragão;1994-09-23;1;19;3207.79;0.0;da Luz;RS;0.0;0.0;1.0;;57.14;7.71;2
977;Theo Lopes;1996-07-26;4;14;2124.38;0.0;Sá;AM;1.0;0.0;0.0;;50.0;9.46;1
978;Srta. Stephany Macedo;2005-12-18;5;15;511.84;1.0;!!!INVALID_DATA!!!;SP;0.0;1.0;0.0;;100.0;7.97;1
979;Murilo da Mota;1997-06-23;9;14;1404.26;1.0;Sales;AL;0.0;0.0;0.0;Dolore reiciendis similique veritatis impedit sit iusto.;40.0;;0
980;Cauê Pacheco;1994-05-23;6;8;2795.49;0.0;Freitas;MS;0.0;1.0;0.0;;50.0;1.16;1
